"Name","AlbumId","Milliseconds","Bytes"
Child In Time,59,620460,20230089
Flight Of The Rat,59,478302,15563967
Into The Fire,59,210259,6849310
Living Wreck,59,274886,8993056
Hard Lovin' Man,59,431203,13931179
Fireball,60,204721,6714807
No No No,60,414902,13646606
Strange Kind Of Woman,60,247092,8072036
Anyone's Daughter,60,284682,9354480
The Mule,60,322063,10638390
Fools,60,500427,16279366
No One Came,60,385880,12643813
Knocking At Your Back Door,61,424829,13779332
Bad Attitude,61,307905,10035180
Child In Time (Son Of Aleric - Instrumental),61,602880,19712753
Nobody's Home,61,243017,7929493
Black Night,61,368770,12058906
Perfect Strangers,61,321149,10445353
The Unwritten Law,61,295053,9740361
Call Of The Wild,61,293851,9575295
Hush,61,213054,6944928
Smoke On The Water,61,464378,15180849
Space Trucking,61,341185,11122183
Highway Star,62,368770,12012452
Maybe I'm A Leo,62,290455,9502646
Pictures Of Home,62,303777,9903835
Never Before,62,239830,7832790
Smoke On The Water,62,340871,11246496
Lazy,62,442096,14397671
Space Truckin',62,272796,8981030
Vavoom : Ted The Mechanic,63,257384,8510755
Loosen My Strings,63,359680,11702232
Soon Forgotten,63,287791,9401383
Sometimes I Feel Like Screaming,63,451840,14789410
Cascades : I'm Not Your Lover,63,283689,9209693
The Aviator,63,320992,10532053
Rosa's Cantina,63,312372,10323804
A Castle Full Of Rascals,63,311693,10159566
A Touch Away,63,276323,9098561
Hey Cisco,63,354089,11600029
Somebody Stole My Guitar,63,249443,8180421
The Purpendicular Waltz,63,283924,9299131
King Of Dreams,64,328385,10733847
The Cut Runs Deep,64,342752,11191650
Fire In The Basement,64,283977,9267550
Truth Hurts,64,314827,10224612
Breakfast In Bed,64,317126,10323804
Love Conquers All,64,227186,7328516
Fortuneteller,64,349335,11369671
Too Much Is Not Enough,64,257724,8382800
Wicked Ways,64,393691,12826582
Stormbringer,65,246413,8044864
Love Don't Mean a Thing,65,263862,8675026
Holy Man,65,270236,8818093
Hold On,65,306860,10022428
Lady Double Dealer,65,201482,6554330
You Can't Do it Right (With the One You Love),65,203755,6709579
High Ball Shooter,65,267833,8772471
The Gypsy,65,242886,7946614
Soldier Of Fortune,65,193750,6315321
The Battle Rages On,66,356963,11626228
Lick It Up,66,240274,7792604
Anya,66,392437,12754921
Talk About Love,66,247823,8072171
Time To Kill,66,351033,11354742
Ramshackle Man,66,334445,10874679
A Twist In The Tail,66,257462,8413103
Nasty Piece Of Work,66,276662,9076997
Solitaire,66,282226,9157021
One Man's Meat,66,278804,9068960
Pour Some Sugar On Me,67,292519,9518842
Photograph,67,248633,8108507
Love Bites,67,346853,11305791
Let's Get Rocked,67,296019,9724150
Two Steps Behind [Acoustic Version],67,259787,8523388
Animal,67,244741,7985133
Heaven Is,67,214021,6988128
Rocket,67,247248,8092463
When Love & Hate Collide,67,257280,8364633
Action,67,220604,7130830
Make Love Like A Man,67,255660,8309725
Armageddon It,67,322455,10522352
Have You Ever Needed Someone So Bad,67,319320,10400020
Rock Of Ages,67,248424,8150318
Hysteria,67,355056,11622738
Bringin' On The Heartbreak,67,272457,8853324
Roll Call,68,321358,10653494
Otay,68,423653,14176083
Groovus Interruptus,68,319373,10602166
Paris On Mine,68,368875,12059507
In Time,68,368953,12287103
Plan B,68,272039,9032315
Outbreak,68,659226,21685807
"Baltimore, DC",68,346932,11394473
Talkin Loud and Saying Nothin,68,360411,11994859
Pétala,69,270080,8856165
Meu Bem-Querer,69,255608,8330047
Cigano,69,304692,10037362
Boa Noite,69,338755,11283582
Fato Consumado,69,211565,7018586
Faltando Um Pedaço,69,267728,8788760
Álibi,69,213237,6928434
Esquinas,69,280999,9096726
Se...,69,286432,9413777
Eu Te Devoro,69,311614,10312775
Lilás,69,274181,9049542
Acelerou,69,284081,9396942
Um Amor Puro,69,327784,10687311
Samurai,70,330997,10872787
Nem Um Dia,70,337423,11181446
Oceano,70,217338,7026441
Açai,70,270968,8893682
Serrado,70,295314,9842240
Flor De Lis,70,236355,7801108
Amar É Tudo,70,211617,7073899
Azul,70,253962,8381029
Seduzir,70,277524,9163253
A Carta,70,347297,11493463
Sina,70,268173,8906539
Acelerou,70,284133,9391439
Um Amor Puro,70,327105,10664698
O Bêbado e a Equilibrista,71,223059,7306143
O Mestre-Sala dos Mares,71,186226,6180414
Atrás da Porta,71,166608,5432518
"Dois Pra Lá, Dois Pra Cá",71,263026,8684639
Casa no Campo,71,170788,5531841
Romaria,71,242834,7968525
"Alô, Alô, Marciano",71,241397,8137254
Me Deixas Louca,71,214831,6888030
Fascinação,71,180793,5793959
Saudosa Maloca,71,278125,9059416
As Aparências Enganam,71,247379,8014346
Madalena,71,157387,5243721
Maria Rosa,71,232803,7592504
Aprendendo A Jogar,71,290664,9391041
Layla,72,430733,14115792
Badge,72,163552,5322942
I Feel Free,72,174576,5725684
Sunshine Of Your Love,72,252891,8225889
Crossroads,72,253335,8273540
Strange Brew,72,167810,5489787
White Room,72,301583,9872606
Bell Bottom Blues,72,304744,9946681
Cocaine,72,215928,7138399
I Shot The Sheriff,72,263862,8738973
After Midnight,72,191320,6460941
Swing Low Sweet Chariot,72,208143,6896288
Lay Down Sally,72,231732,7774207
Knockin On Heavens Door,72,264411,8758819
Wonderful Tonight,72,221387,7326923
Let It Grow,72,297064,9742568
Promises,72,180401,6006154
I Can't Stand It,72,249730,8271980
Signe,73,193515,6475042
Before You Accuse Me,73,224339,7456807
Hey Hey,73,196466,6543487
Tears In Heaven,73,274729,9032835
Lonely Stranger,73,328724,10894406
Nobody Knows You When You're Down & Out,73,231836,7669922
Layla,73,285387,9490542
Running On Faith,73,378984,12536275
Walkin' Blues,73,226429,7435192
Alberta,73,222406,7412975
San Francisco Bay Blues,73,203363,6724021
Malted Milk,73,216528,7096781
Old Love,73,472920,15780747
Rollin' And Tumblin',73,251768,8407355
Collision,74,204303,6656596
Stripsearch,74,270106,8861119
Last Cup Of Sorrow,74,251663,8221247
Naked In Front Of The Computer,74,128757,4225077
Helpless,74,326217,10753135
Mouth To Mouth,74,228493,7505887
Ashes To Ashes,74,217391,7093746
She Loves Me Not,74,209867,6887544
Got That Feeling,74,140852,4643227
Paths Of Glory,74,257253,8436300
Home Sick Home,74,119040,3898976
Pristina,74,232698,7497361
Land Of Sunshine,75,223921,7353567
Caffeine,75,267937,8747367
Midlife Crisis,75,263235,8628841
RV,75,223242,7288162
Smaller And Smaller,75,310831,10180103
Everything's Ruined,75,273658,9010917
Malpractice,75,241371,7900683
Kindergarten,75,270680,8853647
Be Aggressive,75,222432,7298027
A Small Victory,75,297168,9733572
Crack Hitler,75,279144,9162435
Jizzlobber,75,398341,12926140
Midnight Cowboy,75,251924,8242626
Easy,75,185835,6073008
Get Out,76,137482,4524972
Ricochet,76,269400,8808812
Evidence,76,293590,9626136
The Gentle Art Of Making Enemies,76,209319,6908609
Star A.D.,76,203807,6747658
Cuckoo For Caca,76,222902,7388369
Caralho Voador,76,242102,8029054
Ugly In The Morning,76,186435,6224997
Digging The Grave,76,185129,6109259
Take This Bottle,76,298997,9779971
King For A Day,76,395859,13163733
What A Day,76,158275,5203430
The Last To Know,76,267833,8736776
Just A Man,76,336666,11031254
Absolute Zero,76,181995,5929427
From Out Of Nowhere,77,202527,6587802
Epic,77,294008,9631296
Falling To Pieces,77,316055,10333123
Surprise! You're Dead!,77,147226,4823036
Zombie Eaters,77,360881,11835367
The Real Thing,77,493635,16233080
Underwater Love,77,231993,7634387
The Morning After,77,223764,7355898
Woodpecker From Mars,77,340532,11174250
War Pigs,77,464770,15267802
Edge Of The World,77,250357,8235607
Deixa Entrar,78,33619,1095012
Falamansa Song,78,237165,7921313
Xote Dos Milagres,78,269557,8897778
Rindo À Toa,78,222066,7365321
Confidência,78,222197,7460829
Forró De Tóquio,78,169273,5588756
Zeca Violeiro,78,143673,4781949
Avisa,78,355030,11844320
Principiando/Decolagem,78,116767,3923789
Asas,78,231915,7711669
Medo De Escuro,78,213760,7056323
Oração,78,271072,9003882
Minha Gata,78,181838,6039502
Desaforo,78,174524,5853561
In Your Honor,79,230191,7468463
No Way Back,79,196675,6421400
Best Of You,79,255712,8363467
DOA,79,252186,8232342
Hell,79,117080,3819255
The Last Song,79,199523,6496742
Free Me,79,278700,9109340
Resolve,79,288731,9416186
The Deepest Blues Are Black,79,238419,7735473
End Over End,79,352078,11395296
Still,80,313182,10323157
What If I Do?,80,302994,9929799
Miracle,80,209684,6877994
Another Round,80,265848,8752670
Friend Of A Friend,80,193280,6355088
Over And Out,80,316264,10428382
On The Mend,80,271908,9071997
Virginia Moon,80,229198,7494639
Cold Day In The Sun,80,200724,6596617
Razor,80,293276,9721373
All My Life,81,263653,8665545
Low,81,268120,8847196
Have It All,81,298057,9729292
Times Like These,81,266370,8624691
Disenchanted Lullaby,81,273528,8919111
Tired Of You,81,311353,10094743
Halo,81,306442,10026371
Lonely As You,81,277185,9022628
Overdrive,81,270550,8793187
Burn Away,81,298396,9678073
Come Back,81,469968,15371980
Doll,82,83487,2702572
Monkey Wrench,82,231523,7527531
"Hey, Johnny Park!",82,248528,8079480
My Poor Brain,82,213446,6973746
Wind Up,82,152163,4950667
Up In Arms,82,135732,4406227
My Hero,82,260101,8472365
See You,82,146782,4888173
Enough Space,82,157387,5169280
February Stars,82,289306,9344875
Everlong,82,250749,8270816
Walking After You,82,303856,9898992
New Way Home,82,342230,11205664
My Way,83,275879,8928684
Strangers In The Night,83,155794,5055295
"New York, New York",83,206001,6707993
I Get A Kick Out Of You,83,194429,6332441
Something Stupid,83,158615,5210643
Moon River,83,198922,6395808
What Now My Love,83,149995,4913383
Summer Love,83,174994,5693242
For Once In My Life,83,171154,5557537
Love And Marriage,83,89730,2930596
They Can't Take That Away From Me,83,161227,5240043
My Kind Of Town,83,188499,6119915
Fly Me To The Moon,83,149263,4856954
I've Got You Under My Skin,83,210808,6883787
The Best Is Yet To Come,83,173583,5633730
It Was A Very Good Year,83,266605,8554066
Come Fly With Me,83,190458,6231029
That's Life,83,187010,6095727
The Girl From Ipanema,83,193750,6410674
The Lady Is A Tramp,83,184111,5987372
"Bad, Bad Leroy Brown",83,169900,5548581
Mack The Knife,83,292075,9541052
Loves Been Good To Me,83,203964,6645365
L.A. Is My Lady,83,193175,6378511
Entrando Na Sua (Intro),84,179252,5840027
Nervosa,84,229537,7680421
Funk De Bamba (Com Fernanda Abreu),84,237191,7866165
Call Me At Cleo´s,84,236617,7920510
Olhos Coloridos (Com Sandra De Sá),84,321332,10567404
Zambação,84,301113,10030604
Funk Hum,84,244453,8084475
Forty Days (Com DJ Hum),84,221727,7347172
Balada Da Paula,84,322821,10603717
Dujji,84,324597,10833935
Meu Guarda-Chuva,84,248528,8216625
Motéis,84,213498,7041077
Whistle Stop,84,526132,17533664
"16 Toneladas",84,191634,6390885
Divirta-Se (Saindo Da Sua),84,74919,2439206
Forty Days Instrumental,84,292493,9584317
Óia Eu Aqui De Novo,85,219454,7469735
Baião Da Penha,85,247928,8393047
Esperando Na Janela,85,261041,8660617
Juazeiro,85,222275,7349779
Último Pau-De-Arara,85,200437,6638563
Asa Branca,85,217051,7387183
Qui Nem Jiló,85,204695,6937472
Assum Preto,85,199653,6625000
Pau-De-Arara,85,191660,6340649
A Volta Da Asa Branca,85,271020,9098093
O Amor Daqui De Casa,85,148636,4888292
As Pegadas Do Amor,85,209136,6899062
Lamento Sertanejo,85,260963,8518290
Casinha Feliz,85,32287,1039615
Introdução (Live),86,154096,5227579
Palco (Live),86,238315,8026622
Is This Love (Live),86,295262,9819759
Stir It Up (Live),86,282409,9594738
Refavela (Live),86,236695,7985305
Vendedor De Caranguejo (Live),86,248842,8358128
Quanta (Live),86,357485,11774865
Estrela (Live),86,285309,9436411
Pela Internet (Live),86,263471,8804401
Cérebro Eletrônico (Live),86,231627,7805352
Opachorô (Live),86,259526,8596384
Copacabana (Live),86,289671,9673672
A Novidade (Live),86,316969,10508000
Ghandi (Live),86,222458,7481950
De Ouro E Marfim (Live),86,234971,7838453
Doce De Carnaval (Candy All),87,356101,11998470
Lamento De Carnaval,87,294530,9819276
Pretinha,87,265273,8914579
A Novidade,73,324780,10765600
Tenho Sede,73,261616,8708114
Refazenda,73,218305,7237784
Realce,73,264489,8847612
Esotérico,73,317779,10530533
Drão,73,301453,9931950
A Paz,73,293093,9593064
Beira Mar,73,295444,9597994
Sampa,73,225697,7469905
Parabolicamará,73,284943,9543435
Tempo Rei,73,302733,10019269
Expresso 2222,73,284760,9690577
Aquele Abraço,73,263993,8805003
Palco,73,270550,9049901
Toda Menina Baiana,73,278177,9351000
Sítio Do Pica-Pau Amarelo,73,218070,7217955
Straight Out Of Line,88,259213,8511877
Faceless,88,216006,6992417
Changes,88,260022,8455835
Make Me Believe,88,248607,8075050
I Stand Alone,88,246125,8017041
Re-Align,88,260884,8513891
I Fucking Hate You,88,247170,8059642
Releasing The Demons,88,252760,8276372
Dead And Broken,88,251454,8206611
I Am,88,239516,7803270
The Awakening,88,89547,3035251
Serenity,88,274834,9172976
American Idiot,89,174419,5705793
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,89,548336,17875209
Holiday,89,232724,7599602
Boulevard Of Broken Dreams,89,260858,8485122
Are We The Waiting,89,163004,5328329
St. Jimmy,89,175307,5716589
Give Me Novacaine,89,205871,6752485
She's A Rebel,89,120528,3901226
Extraordinary Girl,89,214021,6975177
Letterbomb,89,246151,7980902
Wake Me Up When September Ends,89,285753,9325597
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,89,558602,18139840
Whatsername,89,252316,8244843
Welcome to the Jungle,90,273552,4538451
It's So Easy,90,202824,3394019
Nightrain,90,268537,4457283
Out Ta Get Me,90,263893,4382147
Mr. Brownstone,90,228924,3816323
Paradise City,90,406347,6687123
My Michelle,90,219961,3671299
Think About You,90,231640,3860275
Sweet Child O' Mine,90,356424,5879347
You're Crazy,90,197135,3301971
Anything Goes,90,206400,3451891
Rocket Queen,90,375349,6185539
Right Next Door to Hell,91,182321,3175950
Dust N' Bones,91,298374,5053742
Live and Let Die,91,184016,3203390
Don't Cry (Original),91,284744,4833259
Perfect Crime,91,143637,2550030
You Ain't the First,91,156268,2754414
Bad Obsession,91,328282,5537678
Back off Bitch,91,303436,5135662
Double Talkin' Jive,91,203637,3520862
November Rain,91,537540,8923566
The Garden,91,322175,5438862
Garden of Eden,91,161539,2839694
Don't Damn Me,91,318901,5385886
Bad Apples,91,268351,4567966
Dead Horse,91,257600,4394014
Coma,91,616511,10201342
Civil War,92,461165,15046579
"14 Years",92,261355,8543664
Yesterdays,92,196205,6398489
Knockin' On Heaven's Door,92,336457,10986716
Get In The Ring,92,341054,11134105
Shotgun Blues,92,203206,6623916
Breakdown,92,424960,13978284
Pretty Tied Up,92,287477,9408754
Locomotive,92,522396,17236842
So Fine,92,246491,8039484
Estranged,92,563800,18343787
You Could Be Mine,92,343875,11207355
Don't Cry,92,284238,9222458
My World,92,84532,2764045
Colibri,93,361012,12055329
Love Is The Colour,93,251585,8419165
Magnetic Ocean,93,321123,10720741
Deep Waters,93,396460,13075359
L'Arc En Ciel De Miles,93,242390,8053997
Gypsy,93,330997,11083374
Journey Into Sunlight,93,249756,8241177
Sunchild,93,259970,8593143
Millenium,93,379167,12511939
Thinking 'Bout Tomorrow,93,355395,11865384
Jacob's Ladder,93,367647,12201595
She Wears Black,93,528666,17617944
Dark Side Of The Cog,93,377155,12491122
Different World,94,258692,4383764
These Colours Don't Run,94,412152,6883500
Brighter Than a Thousand Suns,94,526255,8721490
The Pilgrim,94,307593,5172144
The Longest Day,94,467810,7785748
Out of the Shadows,94,336896,5647303
The Reincarnation of Benjamin Breeg,94,442106,7367736
For the Greater Good of God,94,564893,9367328
Lord of Light,94,444614,7393698
The Legacy,94,562966,9314287
Hallowed Be Thy Name (Live) [Non Album Bonus Track],94,431262,7205816
The Number Of The Beast,95,294635,4718897
The Trooper,95,235311,3766272
Prowler,95,255634,4091904
Transylvania,95,265874,4255744
Remember Tomorrow,95,352731,5648438
Where Eagles Dare,95,289358,4630528
Sanctuary,95,293250,4694016
Running Free,95,228937,3663872
Run To The Hilss,95,237557,3803136
"2 Minutes To Midnight",95,337423,5400576
Iron Maiden,95,324623,5195776
Hallowed Be Thy Name,95,471849,7550976
Be Quick Or Be Dead,96,196911,3151872
From Here To Eternity,96,259866,4159488
Can I Play With Madness,96,282488,4521984
Wasting Love,96,347846,5566464
Tailgunner,96,249469,3993600
The Evil That Men Do,96,325929,5216256
Afraid To Shoot Strangers,96,407980,6529024
Bring Your Daughter... To The Slaughter,96,317727,5085184
Heaven Can Wait,96,448574,7178240
The Clairvoyant,96,269871,4319232
Fear Of The Dark,96,431333,6906078
The Wicker Man,97,275539,11022464
Ghost Of The Navigator,97,410070,16404608
Brave New World,97,378984,15161472
Blood Brothers,97,434442,17379456
The Mercenary,97,282488,11300992
Dream Of Mirrors,97,561162,22448256
The Fallen Angel,97,240718,9629824
The Nomad,97,546115,21846144
Out Of The Silent Planet,97,385541,15423616
The Thin Line Between Love & Hate,97,506801,20273280
Wildest Dreams,98,232777,9312384
Rainmaker,98,228623,9146496
No More Lies,98,441782,17672320
Montsegur,98,350484,14020736
Dance Of Death,98,516649,20670727
Gates Of Tomorrow,98,312032,12482688
New Frontier,98,304509,12181632
Paschendale,98,508107,20326528
Face In The Sand,98,391105,15648948
Age Of Innocence,98,370468,14823478
Journeyman,98,427023,17082496
Be Quick Or Be Dead,99,204512,8181888
From Here To Eternity,99,218357,8739038
Afraid To Shoot Strangers,99,416496,16664589
Fear Is The Key,99,335307,13414528
Childhood's End,99,280607,11225216
Wasting Love,99,350981,14041216
The Fugitive,99,294112,11765888
Chains Of Misery,99,217443,8700032
The Apparition,99,234605,9386112
Judas Be My Guide,99,188786,7553152
Weekend Warrior,99,339748,13594678
Fear Of The Dark,99,436976,17483789
"01 - Prowler",100,236173,5668992
"02 - Sanctuary",100,196284,4712576
"03 - Remember Tomorrow",100,328620,7889024
"04 - Running Free",100,197276,4739122
"05 - Phantom of the Opera",100,428016,10276872
"06 - Transylvania",100,259343,6226048
"07 - Strange World",100,332460,7981184
"08 - Charlotte the Harlot",100,252708,6066304
"09 - Iron Maiden",100,216058,5189891
The Ides Of March,101,105926,2543744
Wrathchild,101,174471,4188288
Murders In The Rue Morgue,101,258377,6205786
Another Life,101,203049,4874368
Genghis Khan,101,187141,4493440
Innocent Exile,101,232515,5584861
Killers,101,300956,7227440
Prodigal Son,101,372349,8937600
Purgatory,101,200150,4804736
Drifter,101,288757,6934660
Intro- Churchill S Speech,102,48013,1154488
Aces High,102,276375,6635187
"2 Minutes To Midnight",102,366550,8799380
The Trooper,102,268878,6455255
Revelations,102,371826,8926021
Flight Of Icarus,102,229982,5521744
Rime Of The Ancient Mariner,102,789472,18949518
Powerslave,102,454974,10921567
The Number Of The Beast,102,275121,6605094
Hallowed Be Thy Name,102,451422,10836304
Iron Maiden,102,261955,6289117
Run To The Hills,102,231627,5561241
Running Free,102,204617,4912986
Wrathchild,102,183666,4410181
Acacia Avenue,102,379872,9119118
Children Of The Damned,102,278177,6678446
Die With Your Boots On,102,314174,7542367
Phantom Of The Opera,102,441155,10589917
Be Quick Or Be Dead,103,233142,5599853
The Number Of The Beast,103,294008,7060625
Wrathchild,103,174106,4182963
From Here To Eternity,103,284447,6831163
Can I Play With Madness,103,213106,5118995
Wasting Love,103,336953,8091301
Tailgunner,103,247640,5947795
The Evil That Men Do,103,478145,11479913
Afraid To Shoot Strangers,103,412525,9905048
Fear Of The Dark,103,431542,10361452
Bring Your Daughter... To The Slaughter...,104,376711,9045532
The Clairvoyant,104,262426,6302648
Heaven Can Wait,104,440555,10577743
Run To The Hills,104,235859,5665052
"2 Minutes To Midnight",104,338233,8122030
Iron Maiden,104,494602,11874875
Hallowed Be Thy Name,104,447791,10751410
The Trooper,104,232672,5588560
Sanctuary,104,318511,7648679
Running Free,104,474017,11380851
Tailgunner,105,255582,4089856
Holy Smoke,105,229459,3672064
No Prayer For The Dying,105,263941,4225024
Public Enema Number One,105,254197,4071587
Fates Warning,105,250853,4018088
The Assassin,105,258768,4141056
Run Silent Run Deep,105,275408,4407296
Hooks In You,105,247510,3960832
Bring Your Daughter... ...To The Slaughter,105,284238,4548608
Mother Russia,105,332617,5322752
Where Eagles Dare,106,369554,5914624
Revelations,106,408607,6539264
Flight Of The Icarus,106,230269,3686400
Die With Your Boots On,106,325694,5212160
The Trooper,106,251454,4024320
Still Life,106,294347,4710400
Quest For Fire,106,221309,3543040
Sun And Steel,106,206367,3306324
To Tame A Land,106,445283,7129264
Aces High,107,269531,6472088
"2 Minutes To Midnight",107,359810,8638809
Losfer Words,107,252891,6074756
Flash of The Blade,107,242729,5828861
Duelists,107,366471,8800686
Back in the Village,107,320548,7696518
Powerslave,107,407823,9791106
Rime of the Ancient Mariner,107,816509,19599577
Intro,108,115931,4638848
The Wicker Man,108,281782,11272320
Ghost Of The Navigator,108,408607,16345216
Brave New World,108,366785,14676148
Wrathchild,108,185808,7434368
"2 Minutes To Midnight",108,386821,15474816
Blood Brothers,108,435513,17422464
Sign Of The Cross,108,649116,25966720
The Mercenary,108,282697,11309184
The Trooper,108,273528,10942592
Dream Of Mirrors,109,578324,23134336
The Clansman,109,559203,22370432
The Evil That Men Do,109,280737,11231360
Fear Of The Dark,109,460695,18430080
Iron Maiden,109,351869,14076032
The Number Of The Beast,109,300434,12022107
Hallowed Be Thy Name,109,443977,17760384
Sanctuary,109,317335,12695680
Run To The Hills,109,292179,11688064
Moonchild,110,340767,8179151
Infinite Dreams,110,369005,8858669
Can I Play With Madness,110,211043,5067867
The Evil That Men Do,110,273998,6578930
Seventh Son of a Seventh Son,110,593580,14249000
The Prophecy,110,305475,7334450
The Clairvoyant,110,267023,6411510
Only the Good Die Young,110,280894,6744431
Caught Somewhere in Time,111,445779,10701149
Wasted Years,111,307565,7384358
Sea of Madness,111,341995,8210695
Heaven Can Wait,111,441417,10596431
Stranger in a Strange Land,111,344502,8270899
Alexander the Great,111,515631,12377742
De Ja Vu,111,296176,7113035
The Loneliness of the Long Dis,111,391314,9393598
"22 Acacia Avenue",112,395572,5542516
Children of the Damned,112,274364,3845631
Gangland,112,228440,3202866
Hallowed Be Thy Name,112,428669,6006107
Invaders,112,203180,2849181
Run to the Hills,112,228884,3209124
The Number Of The Beast,112,293407,11737216
The Prisoner,112,361299,5062906
Sign Of The Cross,113,678008,27121792
Lord Of The Flies,113,303699,12148864
Man On The Edge,113,253413,10137728
Fortunes Of War,113,443977,17760384
Look For The Truth,113,310230,12411008
The Aftermath,113,380786,15233152
Judgement Of Heaven,113,312476,12501120
Blood On The World's Hands,113,357799,14313600
The Edge Of Darkness,113,399333,15974528
"2 A.M.",113,337658,13511087
The Unbeliever,113,490422,19617920
Futureal,114,175777,7032960
The Angel And The Gambler,114,592744,23711872
Lightning Strikes Twice,114,290377,11616384
The Clansman,114,539689,21592327
When Two Worlds Collide,114,377312,15093888
The Educated Fool,114,404767,16191616
Don't Look To The Eyes Of A Stranger,114,483657,19347584
Como Estais Amigos,114,330292,13213824
Please Please Please,115,165067,5394585
Think,115,166739,5513208
Night Train,115,212401,7027377
Out Of Sight,115,143725,4711323
Papa's Got A Brand New Bag Pt.1,115,127399,4174420
I Got You (I Feel Good),115,167392,5468472
It's A Man's Man's Man's World,115,168228,5541611
Cold Sweat,115,172408,5643213
"Say It Loud, I'm Black And I'm Proud Pt.1",115,167392,5478117
Get Up (I Feel Like Being A) Sex Machine,115,316551,10498031
Hey America,115,218226,7187857
Make It Funky Pt.1,115,196231,6507782
I'm A Greedy Man Pt.1,115,217730,7251211
Get On The Good Foot,115,215902,7182736
Get Up Offa That Thing,115,250723,8355989
It's Too Funky In Here,115,239072,7973979
Living In America,115,282880,9432346
I'm Real,115,334236,11183457
Hot Pants Pt.1,115,188212,6295110
Soul Power (Live),115,260728,8593206
When You Gonna Learn (Digeridoo),116,230635,7655482
Too Young To Die,116,365818,12391660
Hooked Up,116,275879,9301687
"If I Like It, I Do It",116,293093,9848207
Music Of The Wind,116,383033,12870239
Emergency On Planet Earth,116,245263,8117218
"Whatever It Is, I Just Can't Stop",116,247222,8249453
Blow Your Mind,116,512339,17089176
Revolution 1993,116,616829,20816872
Didgin' Out,116,157100,5263555
Canned Heat,117,331964,11042037
Planet Home,117,284447,9566237
Black Capricorn Day,117,341629,11477231
Soul Education,117,255477,8575435
Failling,117,225227,7503999
Destitute Illusions,117,340218,11452651
Supersonic,117,315872,10699265
Butterfly,117,268852,8947356
Were Do We Go From Here,117,313626,10504158
King For A Day,117,221544,7335693
Deeper Underground,117,281808,9351277
Just Another Story,118,529684,17582818
Stillness In Time,118,257097,8644290
Half The Man,118,289854,9577679
Light Years,118,354560,11796244
Manifest Destiny,118,382197,12676962
The Kids,118,309995,10334529
Mr. Moon,118,329534,11043559
Scam,118,422321,14019705
Journey To Arnhemland,118,322455,10843832
Morning Glory,118,384130,12777210
Space Cowboy,118,385697,12906520
Last Chance,119,112352,3683130
Are You Gonna Be My Girl,119,213890,6992324
Rollover D.J.,119,196702,6406517
Look What You've Done,119,230974,7517083
Get What You Need,119,247719,8043765
Move On,119,260623,8519353
Radio Song,119,272117,8871509
Get Me Outta Here,119,176274,5729098
Cold Hard Bitch,119,243278,7929610
Come Around Again,119,270497,8872405
Take It Or Leave It,119,142889,4643370
Lazy Gun,119,282174,9186285
Timothy,119,270341,8856507
Foxy Lady,120,199340,6480896
Manic Depression,120,222302,7289272
Red House,120,224130,7285851
Can You See Me,120,153077,4987068
Love Or Confusion,120,193123,6329408
I Don't Live Today,120,235311,7661214
May This Be Love,120,191216,6240028
Fire,120,164989,5383075
Third Stone From The Sun,120,404453,13186975
Remember,120,168150,5509613
Are You Experienced?,120,254537,8292497
Hey Joe,120,210259,6870054
Stone Free,120,216293,7002331
Purple Haze,120,171572,5597056
"51st Anniversary",120,196388,6398044
The Wind Cries Mary,120,200463,6540638
Highway Chile,120,212453,6887949
Surfing with the Alien,121,263707,4418504
Ice 9,121,239721,4036215
Crushing Day,121,314768,5232158
"Always With Me, Always With You",121,202035,3435777
Satch Boogie,121,193560,3300654
Hill of the Skull,121,108435,1944738
Circles,121,209071,3548553
Lords of Karma,121,288227,4809279
Midnight,121,102630,1851753
Echo,121,337570,5595557
Engenho De Dentro,122,310073,10211473
Alcohol,122,355239,12010478
Mama Africa,122,283062,9488316
Salve Simpatia,122,343484,11314756
W/Brasil (Chama O Síndico),122,317100,10599953
País Tropical,122,452519,14946972
Os Alquimistas Estão Chegando,122,367281,12304520
Charles Anjo 45,122,389276,13022833
Selassiê,122,326321,10724982
Menina Sarará,122,191477,6393818
Que Maravilha,122,338076,10996656
Santa Clara Clareou,122,380081,12524725
Filho Maravilha,122,227526,7498259
Taj Mahal,122,289750,9502898
Rapidamente,123,252238,8470107
As Dores do Mundo,123,255477,8537092
Vou Pra Ai,123,300878,10053718
My Brother,123,253231,8431821
Há Quanto Tempo,123,270027,9004470
Vício,123,269897,8887216
Encontrar Alguém,123,224078,7437935
Dance Enquanto é Tempo,123,229093,7583799
A Tarde,123,266919,8836127
Always Be All Right,123,128078,4299676
Sem Sentido,123,250462,8292108
Onibusfobia,123,315977,10474904
Pura Elegancia,124,284107,9632269
Choramingando,124,190484,6400532
Por Merecer,124,230582,7764601
No Futuro,124,182308,6056200
Voce Inteira,124,241084,8077282
Cuando A Noite Vai Chegando,124,270628,9081874
Naquele Dia,124,251768,8452654
Equinocio,124,269008,8871455
Papelão,124,213263,7257390
Cuando Eu For Pro Ceu,124,118804,3948371
Do Nosso Amor,124,203415,6774566
Borogodo,124,208457,7104588
